Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Tenure_Months,Age,Total_bought,Total_purchases,Cmp_Accepted,Kmeans_labels
1964,Graduation,Committed,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,2,50,184,10,1,0
1983,Graduation,Committed,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,14,31,460,19,0,4
1945,PhD,Uncommitted,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,1,69,145,8,0,3
1947,Graduation,Committed,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,17,67,1376,25,0,5
1969,PhD,Uncommitted,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,17,45,792,23,0,1
1952,Graduation,Committed,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,20,62,1382,23,0,5
1947,Basic,Committed,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,19,67,28,4,0,4
1946,Master,Committed,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,9,68,1033,24,0,2
1969,Graduation,Uncommitted,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,13,45,882,23,0,1
1949,PhD,Committed,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,15,65,2231,15,3,5
1961,PhD,Committed,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,20,53,1101,19,1,5
1974,Graduation,Committed,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,21,40,369,16,0,5
1980,2n Cycle,Uncommitted,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,4,34,48,5,0,7
1949,PhD,Uncommitted,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,16,65,467,19,1,1
1971,Graduation,Uncommitted,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,18,43,44,8,0,7
1979,Basic,Uncommitted,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,15,35,38,10,0,7
1968,Graduation,Committed,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,7,46,81,9,0,2
1971,Master,Uncommitted,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,10,43,167,10,0,7
1955,PhD,Committed,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,1,59,45,7,0,2
1972,Graduation,Committed,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,13,42,664,21,0,5
1964,2n Cycle,Committed,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,9,50,622,20,0,0
1979,2n Cycle,Uncommitted,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,15,35,48,7,0,7
1975,Graduation,Committed,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,8,39,461,16,0,0
1977,Graduation,Committed,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,10,37,1073,26,0,0
1986,2n Cycle,Committed,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,9,28,55,8,0,6
1956,Graduation,Committed,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,15,58,976,26,0,2
1980,PhD,Uncommitted,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,0,34,20,5,0,7
1982,Graduation,Committed,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,13,32,1149,17,0,5
1961,Basic,Committed,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,0,53,43,6,0,6
1975,Master,Committed,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,8,39,224,10,1,2
1974,PhD,Uncommitted,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,21,40,101,9,0,7
1946,PhD,Committed,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,14,68,209,10,0,2
1985,Graduation,Uncommitted,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,20,29,968,21,0,1
1952,PhD,Committed,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,12,62,1165,17,0,5
1967,Graduation,Committed,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,3,47,24,5,0,2
1955,Graduation,Committed,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,20,59,252,16,0,2
1985,Graduation,Uncommitted,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,22,29,165,12,0,7
1977,PhD,Committed,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,20,37,269,13,0,4
1973,PhD,Committed,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,10,41,102,7,0,6
1984,2n Cycle,Committed,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,10,30,461,19,0,0
1979,Basic,Uncommitted,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,18,35,47,7,0,7
1976,PhD,Uncommitted,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,4,38,144,10,0,3
1968,Graduation,Committed,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,20,46,1338,24,0,5
1959,Graduation,Committed,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,7,55,917,25,0,0
1971,Graduation,Committed,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,17,43,318,17,0,4
1967,Graduation,Uncommitted,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,19,47,253,14,0,1
1973,Graduation,Committed,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,21,41,502,20,0,5
1983,Graduation,Committed,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,6,31,119,7,0,6
1979,2n Cycle,Committed,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,22,35,1250,29,0,4
1979,Graduation,Committed,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,7,35,969,24,0,0
1950,Graduation,Committed,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,10,64,76,9,0,2
1963,PhD,Uncommitted,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,2,51,62,7,0,3
1962,2n Cycle,Committed,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,10,52,1382,26,1,0
1976,Graduation,Uncommitted,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,4,38,84,7,0,7
1952,Graduation,Committed,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,11,62,255,14,1,2
1960,Master,Committed,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,12,54,43,5,0,4
1955,Graduation,Uncommitted,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,8,59,398,14,0,3
1977,Master,Uncommitted,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,2,37,76,8,0,7
1964,Graduation,Committed,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,0,50,902,15,1,0
1981,2n Cycle,Committed,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,1,33,823,21,0,0
1976,Graduation,Committed,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,0,38,1179,26,0,0
1974,Graduation,Committed,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,20,40,1921,29,1,5
1951,Master,Committed,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,14,63,185,10,0,2
1966,Graduation,Uncommitted,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,15,48,433,23,0,7
1951,Graduation,Committed,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,5,63,34,6,1,2
1958,Graduation,Committed,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,12,56,907,27,0,2
1966,PhD,Uncommitted,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,6,48,416,25,0,3
1964,Graduation,Uncommitted,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,12,50,44,10,0,7
1956,Graduation,Committed,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,2,58,1588,17,0,0
1974,PhD,Uncommitted,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,19,40,1797,17,1,1
1966,Graduation,Committed,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,20,48,40,6,0,4
1963,PhD,Uncommitted,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,19,51,1143,21,0,1
1969,Master,Committed,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,0,45,914,14,1,0
1992,Graduation,Committed,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,17,22,1502,12,1,5
1954,Graduation,Uncommitted,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,16,60,1338,20,0,1
1983,PhD,Committed,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,11,31,27,5,0,6
1982,2n Cycle,Committed,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,9,32,763,22,1,0
1951,Graduation,Uncommitted,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,11,63,1331,22,0,3
1956,Graduation,Committed,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,10,58,525,19,0,2
1961,PhD,Committed,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,53,9,4,0,6
1962,Graduation,Committed,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,2,52,953,16,1,0
1971,Master,Uncommitted,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,8,43,68,7,0,7
1971,Master,Uncommitted,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,8,43,131,10,0,7
1968,Graduation,Committed,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,10,46,882,23,0,0
1978,2n Cycle,Committed,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,21,36,1149,25,0,5
1969,Graduation,Committed,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,9,45,37,5,0,6
1965,PhD,Uncommitted,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,10,49,388,15,0,3
1986,Graduation,Committed,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,16,28,1428,16,0,5
1958,Master,Committed,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,13,56,1633,24,0,5
1975,Master,Committed,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,13,39,173,10,0,4
1987,Graduation,Uncommitted,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,8,27,99,9,0,7
1959,Graduation,Committed,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,15,55,215,12,0,2
1962,PhD,Committed,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,16,52,929,31,0,5
1974,Graduation,Committed,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,3,40,219,12,0,6
1977,Graduation,Committed,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,9,37,174,12,0,6
1978,Graduation,Committed,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,18,36,92,9,0,4
1970,PhD,Committed,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,9,44,1052,25,0,0
1957,Graduation,Committed,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,15,57,275,14,1,2
1955,2n Cycle,Committed,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,22,59,587,16,0,5
1954,PhD,Uncommitted,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,21,60,1662,33,0,1
1982,PhD,Committed,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,16,32,159,11,0,4
1953,Master,Uncommitted,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,12,61,1024,18,3,1
1968,Master,Uncommitted,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,2,46,35,7,0,7
1957,Master,Committed,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,10,57,1042,15,0,2
1965,Master,Committed,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,6,49,395,19,0,0
1975,PhD,Committed,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,21,39,557,23,3,5
1963,PhD,Committed,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,0,51,9,15,0,6
1990,Graduation,Committed,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,11,24,69,6,0,6
1966,PhD,Committed,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,5,48,486,18,0,0
1988,Graduation,Uncommitted,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,4,26,34,6,0,7
1995,2n Cycle,Uncommitted,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,21,19,1365,28,2,1
1975,Graduation,Committed,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,13,39,13,4,0,4
1978,PhD,Committed,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,20,36,1401,21,0,5
1961,Graduation,Committed,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,17,53,1574,14,0,5
1984,PhD,Uncommitted,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,9,30,1323,20,0,3
1971,Master,Uncommitted,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,10,43,1217,32,2,3
1951,Master,Uncommitted,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,19,63,103,7,0,1
1976,Master,Committed,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,11,38,84,7,0,6
1972,PhD,Committed,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,17,42,1536,23,0,5
1985,Graduation,Committed,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,21,29,581,18,0,4
1966,PhD,Committed,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,19,48,928,14,0,5
1975,2n Cycle,Uncommitted,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,6,39,14,4,0,7
1979,Graduation,Uncommitted,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,10,35,424,15,0,3
1971,Graduation,Committed,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,8,43,960,14,0,0
1982,Graduation,Committed,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,19,32,1555,20,1,5
1973,Graduation,Uncommitted,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,20,41,656,29,1,1
1968,Master,Committed,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,9,46,55,9,0,6
1984,Graduation,Uncommitted,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,1,30,20,5,0,7
1971,Master,Committed,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,20,43,367,17,0,4
1977,2n Cycle,Committed,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,3,37,2257,22,3,0
1967,PhD,Uncommitted,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,3,47,42,7,0,7
1964,Graduation,Uncommitted,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,12,50,1049,26,0,1
1972,Graduation,Uncommitted,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,2,42,48,7,0,3
1948,PhD,Uncommitted,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,17,66,685,25,0,1
1952,Graduation,Uncommitted,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,2,62,39,5,0,3
1987,2n Cycle,Uncommitted,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,4,27,43,5,0,7
1959,Master,Uncommitted,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,22,55,835,21,0,7
1958,Graduation,Committed,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,5,56,1515,20,1,0
1951,PhD,Committed,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,16,63,1039,26,0,5
1975,Graduation,Uncommitted,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,11,39,1596,26,0,3
1984,PhD,Committed,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,20,30,1828,18,0,5
1969,PhD,Committed,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,2,45,34,6,1,6
1968,PhD,Uncommitted,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,2,46,149,10,0,3
1969,Master,Uncommitted,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,13,45,946,23,1,1
1985,PhD,Uncommitted,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,1,29,28,6,0,7
1984,Graduation,Uncommitted,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,19,30,450,17,0,7
1957,PhD,Committed,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,5,57,46,5,0,2
1971,PhD,Uncommitted,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,7,43,1702,16,1,3
1975,Graduation,Committed,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,9,39,820,25,0,0
1982,Graduation,Committed,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,16,32,382,15,1,4
1988,PhD,Committed,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,22,26,2126,20,0,5
1989,Master,Committed,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,1,25,2069,20,3,0
1985,Graduation,Committed,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,17,29,72,7,0,4
1968,Graduation,Uncommitted,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,0,46,732,28,2,3
1974,Graduation,Uncommitted,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,1,40,801,11,0,3
1949,Graduation,Uncommitted,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,8,65,236,12,0,3
1978,Basic,Committed,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,21,36,80,5,1,4
1954,PhD,Uncommitted,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,3,60,1685,15,1,3
1945,PhD,Uncommitted,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,1,69,277,27,0,3
1950,PhD,Committed,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,12,64,507,18,0,2
1964,PhD,Committed,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,16,50,68,7,0,2
1983,Graduation,Uncommitted,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,2,31,49,5,0,7
1987,Master,Committed,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,3,27,397,15,0,0
1971,Graduation,Uncommitted,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,8,43,39,9,0,7
1968,Graduation,Committed,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,5,46,306,14,1,2
1954,Graduation,Committed,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,13,60,976,14,0,5
1971,PhD,Committed,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,9,43,1028,28,0,0
1986,Graduation,Committed,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,4,28,70,7,0,6
1959,Graduation,Committed,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,15,55,46,5,0,4
1980,Master,Committed,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,9,34,51,5,1,6
1960,2n Cycle,Committed,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,2,54,1263,21,0,0
1970,Graduation,Uncommitted,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,19,44,1490,22,1,1
1971,Master,Committed,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,20,43,1564,24,0,5
1967,Graduation,Committed,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,22,47,1815,18,2,5
1963,PhD,Uncommitted,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,17,51,1198,31,0,1
1968,Graduation,Uncommitted,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,22,46,416,23,2,1
1990,Graduation,Committed,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,16,24,85,6,0,4
1981,PhD,Uncommitted,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,13,33,47,8,0,7
1976,Graduation,Uncommitted,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,16,38,137,8,0,7
1965,PhD,Committed,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,18,49,21,4,0,4
1977,2n Cycle,Uncommitted,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,0,37,70,6,0,7
1972,2n Cycle,Committed,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,5,42,909,22,0,0
1956,Graduation,Uncommitted,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,20,58,1676,22,4,1
1943,Master,Uncommitted,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,8,71,1735,26,1,3
1959,Graduation,Uncommitted,80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,17,55,1191,30,0,1
1977,Master,Committed,22701.0,1,0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,9,37,24,5,0,6
1969,PhD,Committed,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,19,45,1182,20,2,5
1970,Graduation,Committed,70617.0,0,0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,12,44,1280,14,0,5
1957,Graduation,Uncommitted,64849.0,0,0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,19,57,1336,19,0,1
1965,Master,Committed,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,12,49,749,24,0,2
1974,PhD,Committed,61917.0,1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,7,40,91,7,0,2
